PACKET_ID,TIME_MS,PRESS_HPA,TEMP_C,BARO_ALT,VERT_VEL,AX,AY,AZ,GX,GY,GZ,GPS_FIX,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,APOGEE_TRIGGERED,RSSI,SNR
39060,993655,1012.41,41.25,0.51,3.25,-1.65,-0.69,1.69,0.57,1.69,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
39080,994156,1012.37,41.25,0.81,3.3,-1.65,-0.69,1.69,0.64,1.69,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
39100,994671,1012.36,41.25,0.86,3.5,-1.65,-0.69,1.69,0.57,1.75,-1.36,0,0.0,0.0,0.0,0,0,-1,0.0
39120,995172,1012.38,41.25,0.74,3.37,-1.65,-0.69,1.69,0.57,1.75,-1.36,0,0.0,0.0,0.0,0,0,-1,0.0
39140,995686,1012.41,41.25,0.5,3.24,-1.65,-0.69,1.69,0.64,1.75,-1.18,0,0.0,0.0,0.0,0,0,-1,0.0
39160,996186,1012.4,41.26,0.57,3.14,-1.65,-0.69,1.69,0.57,1.75,-1.24,0,0.0,0.0,0.0,0,0,-1,0.0
39180,996701,1012.38,41.24,0.75,3.52,-1.67,-0.69,1.69,0.27,2.6,-2.27,0,0.0,0.0,0.0,0,0,-1,0.0
39200,997203,1012.42,41.26,0.43,3.21,-1.67,-0.69,1.69,1.06,2.05,-2.64,0,0.0,0.0,0.0,0,0,-1,0.0
39220,997716,1012.42,41.26,0.38,3.41,-1.61,-0.7,1.74,-1.8,6.08,-10.87,0,0.0,0.0,0.0,0,0,-1,0.0
39240,998219,1012.39,41.26,0.61,3.44,-1.7,-0.7,1.69,-4.61,0.16,7.6,0,0.0,0.0,0.0,0,0,-1,0.0
39260,998731,1012.4,41.26,0.59,3.49,-1.64,-0.68,1.71,0.57,0.89,1.14,0,0.0,0.0,0.0,0,0,-1,0.0
39280,999235,1012.38,41.26,0.7,3.35,-1.66,-0.68,1.71,1.92,1.02,-3.07,0,0.0,0.0,0.0,0,0,-1,0.0
39300,999747,1012.42,41.26,0.39,3.23,-1.67,-0.71,1.73,4.54,0.71,3.82,0,0.0,0.0,0.0,0,0,-1,0.0
39320,1000251,1012.38,41.26,0.75,3.25,-1.62,-0.64,1.58,-0.65,3.82,-3.86,0,0.0,0.0,0.0,0,0,-1,0.0
39340,1000762,1012.39,41.26,0.73,3.38,-1.6,-0.66,1.7,2.1,12.78,-3.07,0,0.0,0.0,0.0,0,0,-1,0.0
39360,1001267,1012.37,41.26,0.86,3.35,-1.69,-0.66,1.67,-8.21,-5.51,8.64,0,0.0,0.0,0.0,0,0,-1,0.0
39380,1001777,1012.41,41.26,0.52,3.19,-1.62,-0.7,1.69,2.04,3.21,-0.26,0,0.0,0.0,0.0,0,0,-1,0.0
39400,1002277,1012.4,41.26,0.59,3.09,-1.63,-0.69,1.69,0.09,2.24,-7.09,0,0.0,0.0,0.0,0,0,-1,0.0
39920,1015489,1012.39,41.3,0.63,3.42,-1.61,-0.64,1.68,0.88,1.63,-2.15,0,0.0,0.0,0.0,0,0,-1,0.0
40000,1017522,1012.4,41.29,0.6,3.36,-1.62,-0.65,1.68,0.33,1.99,-1.48,0,0.0,0.0,0.0,0,0,-1,0.0
40020,1018024,1012.38,41.29,0.76,3.36,-1.61,-0.65,1.69,2.89,1.5,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
40040,1018539,1012.41,41.3,0.48,2.98,-1.62,-0.66,1.68,0.88,1.14,-1.85,0,0.0,0.0,0.0,0,0,-1,0.0
40060,1019039,1012.4,41.29,0.53,2.99,-1.62,-0.65,1.69,-0.04,1.2,-1.24,0,0.0,0.0,0.0,0,0,-1,0.0
40080,1019554,1012.4,41.3,0.55,3.3,-1.61,-0.65,1.69,-0.1,1.44,-1.79,0,0.0,0.0,0.0,0,0,-1,0.0
40100,1020054,1012.41,41.3,0.6,3.44,-1.6,-0.63,1.68,1.49,1.08,-1.06,0,0.0,0.0,0.0,0,0,-1,0.0
40120,1020564,1012.39,41.3,0.66,3.4,-1.61,-0.64,1.69,2.59,1.2,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
40140,1021069,1012.42,41.3,0.37,3.13,-1.6,-0.64,1.68,-0.95,0.59,-0.32,0,0.0,0.0,0.0,0,0,-1,0.0
40160,1021584,1012.4,41.31,0.56,3.47,-1.61,-0.63,1.68,-0.4,2.54,-3.07,0,0.0,0.0,0.0,0,0,-1,0.0
40180,1022084,1012.39,41.3,0.62,3.38,-1.61,-0.65,1.7,4.29,1.69,-1.79,0,0.0,0.0,0.0,0,0,-1,0.0
40200,1022600,1012.4,41.3,0.56,3.21,-1.59,-0.66,1.67,0.82,1.93,-0.81,0,0.0,0.0,0.0,0,0,-1,0.0
40220,1023100,1012.38,41.31,0.75,3.39,-1.61,-0.64,1.68,0.51,1.75,-1.24,0,0.0,0.0,0.0,0,0,-1,0.0
40240,1023615,1012.41,41.31,0.47,3.05,-1.59,-0.64,1.67,0.39,-0.2,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
40260,1024115,1012.43,41.31,0.31,3.1,-1.61,-0.66,1.68,0.57,2.91,-3.13,0,0.0,0.0,0.0,0,0,-1,0.0
40280,1024630,1012.39,41.31,0.62,3.35,-1.6,-0.63,1.67,0.51,1.2,-1.18,0,0.0,0.0,0.0,0,0,-1,0.0
40300,1025130,1012.4,41.31,0.53,3.19,-1.62,-0.63,1.68,1.61,2.97,-1.79,0,0.0,0.0,0.0,0,0,-1,0.0
40320,1025646,1012.38,41.31,0.7,3.28,-1.61,-0.64,1.69,0.51,1.81,-1.42,0,0.0,0.0,0.0,0,0,-1,0.0
40340,1026146,1012.4,41.31,0.54,3.3,-1.62,-0.63,1.66,2.1,0.28,-1.36,0,0.0,0.0,0.0,0,0,-1,0.0
40360,1026660,1012.41,41.32,0.49,3.35,-1.61,-0.63,1.68,0.27,2.54,-0.63,0,0.0,0.0,0.0,0,0,-1,0.0
40380,1027163,1012.37,41.32,0.82,3.33,-1.62,-0.64,1.67,-0.16,2.36,-0.87,0,0.0,0.0,0.0,0,0,-1,0.0
40400,1027678,1012.39,41.32,0.68,3.32,-1.61,-0.63,1.68,0.57,2.24,-0.45,0,0.0,0.0,0.0,0,0,-1,0.0
40420,1028179,1012.38,41.32,0.75,3.57,-1.61,-0.65,1.71,-4.55,0.47,-1.42,0,0.0,0.0,0.0,0,0,-1,0.0
40440,1028693,1012.38,41.32,0.71,3.25,-1.6,-0.63,1.68,0.7,2.72,-2.03,0,0.0,0.0,0.0,0,0,-1,0.0
40460,1029195,1012.41,41.32,0.49,3.15,-1.62,-0.66,1.69,1.98,1.93,-0.51,0,0.0,0.0,0.0,0,0,-1,0.0
40480,1029708,1012.44,41.33,0.24,3.05,-1.61,-0.66,1.69,-0.65,1.69,-1.91,0,0.0,0.0,0.0,0,0,-1,0.0
40500,1030211,1012.41,41.33,0.47,3.17,-1.63,-0.65,1.69,-0.1,2.66,-1.54,0,0.0,0.0,0.0,0,0,-1,0.0
40520,1030724,1012.42,41.33,0.42,3.31,-1.62,-0.66,1.68,1.31,2.11,-1.42,0,0.0,0.0,0.0,0,0,-1,0.0
40540,1031227,1012.43,41.33,0.29,3.3,-1.63,-0.67,1.69,1.06,1.5,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
40560,1031739,1012.4,41.33,0.56,3.43,-1.62,-0.67,1.69,1.31,2.05,-1.48,0,0.0,0.0,0.0,0,0,-1,0.0
40580,1032239,1012.44,41.33,0.27,3.08,-1.63,-0.66,1.68,1.43,0.83,-0.69,0,0.0,0.0,0.0,0,0,-1,0.0
40600,1032754,1012.43,41.34,0.31,3.13,-1.62,-0.66,1.69,0.7,1.99,-1.42,0,0.0,0.0,0.0,0,0,-1,0.0
40620,1033259,1012.44,41.33,0.25,3.4,-1.62,-0.66,1.68,-0.16,1.87,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
40640,1033770,1012.42,41.33,0.42,3.44,-1.61,-0.66,1.68,-0.16,2.42,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
40660,1034275,1012.43,41.34,0.33,3.48,-1.63,-0.66,1.68,-0.22,1.2,-1.24,0,0.0,0.0,0.0,0,0,-1,0.0
40680,1034785,1012.43,41.33,0.34,3.21,-1.62,-0.66,1.68,0.33,2.11,-1.85,0,0.0,0.0,0.0,0,0,-1,0.0
40700,1035291,1012.4,41.34,0.56,3.19,-1.63,-0.66,1.68,0.7,1.44,-0.81,0,0.0,0.0,0.0,0,0,-1,0.0
40720,1035800,1012.41,41.34,0.52,3.33,-1.63,-0.66,1.68,0.57,2.17,-1.18,0,0.0,0.0,0.0,0,0,-1,0.0
40740,1036307,1012.41,41.34,0.46,3.27,-1.62,-0.66,1.69,0.39,2.11,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
40760,1036816,1012.41,41.33,0.48,3.38,-1.62,-0.66,1.68,0.21,1.26,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
40780,1037323,1012.44,41.34,0.2,3.14,-1.62,-0.67,1.68,0.88,1.56,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
40800,1037831,1012.39,41.34,0.66,3.65,-1.63,-0.66,1.7,0.27,1.93,-0.57,0,0.0,0.0,0.0,0,0,-1,0.0
40820,1038332,1012.41,41.35,0.44,3.31,-1.61,-0.67,1.68,0.21,2.54,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
40840,1038846,1012.42,41.34,0.37,3.09,-1.66,-0.68,1.71,1.92,0.95,-1.48,0,0.0,0.0,0.0,0,0,-1,0.0
40860,1039354,1012.43,41.35,0.29,3.39,-1.64,-0.66,1.68,1.0,3.88,-2.46,0,0.0,0.0,0.0,0,0,-1,0.0
40880,1039861,1012.42,41.34,0.39,3.2,-1.63,-0.65,1.68,0.88,0.77,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
40900,1040370,1012.42,41.34,0.43,3.3,-1.63,-0.66,1.69,0.45,2.11,-1.24,0,0.0,0.0,0.0,0,0,-1,0.0
40920,1040876,1012.41,41.34,0.49,3.41,-1.63,-0.65,1.69,0.51,1.75,-1.06,0,0.0,0.0,0.0,0,0,-1,0.0
40940,1041385,1012.42,41.34,0.39,3.31,-1.63,-0.65,1.67,0.09,1.08,-0.99,0,0.0,0.0,0.0,0,0,-1,0.0
40960,1041891,1012.42,41.35,0.38,3.16,-1.64,-0.67,1.7,1.43,3.27,-1.6,0,0.0,0.0,0.0,0,0,-1,0.0
40980,1042401,1012.41,41.35,0.43,3.35,-1.64,-0.64,1.68,-0.83,2.17,-1.18,0,0.0,0.0,0.0,0,0,-1,0.0
41000,1042906,1012.43,41.35,0.32,3.08,-1.61,-0.66,1.66,0.27,0.47,-0.69,0,0.0,0.0,0.0,0,0,-1,0.0
41020,1043417,1012.4,41.35,0.53,3.5,-1.65,-0.66,1.68,-0.16,3.03,-1.12,0,0.0,0.0,0.0,0,0,-1,0.0
41040,1043922,1012.43,41.35,0.3,3.28,-1.62,-0.66,1.67,1.55,2.3,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
41060,1044427,1012.39,41.36,0.62,3.34,-1.63,-0.67,1.69,0.7,1.26,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
41080,1044938,1012.4,41.36,0.53,3.29,-1.63,-0.67,1.69,2.95,1.2,-2.7,0,0.0,0.0,0.0,0,0,-1,0.0
41100,1045450,1012.41,41.36,0.48,3.32,-1.63,-0.66,1.69,-1.07,1.69,-1.3,0,0.0,0.0,0.0,0,0,-1,0.0
41120,1045953,1012.43,41.36,0.33,3.04,-1.65,-0.65,1.7,1.85,3.03,-6.42,0,0.0,0.0,0.0,0,0,-1,0.0
41140,1046465,1012.44,41.37,0.23,3.26,-1.64,-0.7,1.68,1.79,-3.74,-0.14,0,0.0,0.0,0.0,0,0,-1,0.0
41160,1046968,1012.41,41.37,0.49,3.49,-1.58,-0.67,1.66,-2.54,6.93,0.47,0,0.0,0.0,0.0,0,0,-1,0.0
41180,1047481,1012.39,41.37,0.65,3.5,-1.68,-0.66,1.67,1.98,4.19,3.7,0,0.0,0.0,0.0,0,0,-1,0.0
41200,1047983,1012.39,41.36,0.66,3.44,-1.61,-0.67,1.68,-1.07,0.04,-5.75,0,0.0,0.0,0.0,0,0,-1,0.0
41220,1048497,1012.38,41.37,0.72,3.39,-1.65,-0.66,1.67,3.75,3.94,-0.69,0,0.0,0.0,0.0,0,0,-1,0.0
41240,1048999,1012.43,41.36,0.32,2.92,-1.64,-0.67,1.67,0.7,-0.45,-1.36,0,0.0,0.0,0.0,0,0,-1,0.0
41260,1049513,1012.37,41.37,0.81,3.5,-1.63,-0.67,1.71,0.03,4.61,-2.95,0,0.0,0.0,0.0,0,0,-1,0.0
41280,1050015,1012.41,41.37,0.49,3.46,-1.61,-0.65,1.68,1.79,-2.28,-0.38,0,0.0,0.0,0.0,0,0,-1,0.0
41300,1050524,1012.39,41.37,0.62,3.47,-1.59,-0.64,1.69,0.64,-1.36,-2.15,0,0.0,0.0,0.0,0,0,-1,0.0
41320,1051031,1012.39,41.37,0.66,3.31,-1.6,-0.64,1.69,0.09,0.16,-2.27,0,0.0,0.0,0.0,0,0,-1,0.0
41340,1051547,1012.41,41.37,0.52,3.18,-1.57,-0.64,1.68,0.51,2.72,-2.03,0,0.0,0.0,0.0,0,0,-1,0.0
41360,1052047,1012.41,41.38,0.64,3.2,-1.59,-0.64,1.69,1.12,2.36,-2.15,0,0.0,0.0,0.0,0,0,-1,0.0
41380,1052562,1012.41,41.37,0.47,3.12,-1.6,-0.66,1.69,-0.46,1.99,-2.03,0,0.0,0.0,0.0,0,0,-1,0.0
41400,1053062,1012.41,41.38,0.51,3.15,-1.58,-0.65,1.71,0.51,4.13,-2.21,0,0.0,0.0,0.0,0,0,-1,0.0
41420,1053577,1012.41,41.38,0.5,3.43,-1.61,-0.64,1.61,2.22,0.83,0.77,0,0.0,0.0,0.0,0,0,-1,0.0
41440,1054077,1012.42,41.38,0.42,3.1,-1.57,-0.63,1.59,-0.77,-0.69,0.83,0,0.0,0.0,0.0,0,0,-1,0.0
41460,1054591,1012.43,41.38,0.31,3.04,-1.59,-0.64,1.64,0.51,0.95,-0.75,0,0.0,0.0,0.0,0,0,-1,0.0
41480,1055091,1012.41,41.38,0.5,3.26,-1.59,-0.64,1.68,3.87,2.36,-1.73,0,0.0,0.0,0.0,0,0,-1,0.0
41500,1055606,1012.4,41.38,0.57,3.24,-1.56,-0.64,1.66,1.67,-2.09,-0.38,0,0.0,0.0,0.0,0,0,-1,0.0
41520,1056106,1012.41,41.38,0.51,3.24,-1.59,-0.63,1.65,-0.65,-0.26,-0.2,0,0.0,0.0,0.0,0,0,-1,0.0
41540,1056618,1012.41,41.39,0.45,3.17,-1.58,-0.63,1.68,2.95,-3.19,1.2,0,0.0,0.0,0.0,0,0,-1,0.0
41560,1057121,1012.39,41.39,0.61,3.39,-1.58,-0.65,1.69,0.33,4.61,-2.52,0,0.0,0.0,0.0,0,0,-1,0.0
41580,1057636,1012.4,41.39,0.57,3.39,-1.59,-0.66,1.7,0.27,1.99,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
41600,1058136,1012.4,41.39,0.58,3.19,-1.59,-0.66,1.68,-1.01,4.49,-2.64,0,0.0,0.0,0.0,0,0,-1,0.0
41620,1058651,1012.42,41.39,0.41,3.31,-1.6,-0.66,1.69,0.76,-0.39,-0.57,0,0.0,0.0,0.0,0,0,-1,0.0
41640,1059152,1012.39,41.39,0.66,3.23,-1.59,-0.68,1.68,0.76,3.03,-1.42,0,0.0,0.0,0.0,0,0,-1,0.0
41660,1059665,1012.41,41.39,0.52,3.14,-1.59,-0.67,1.68,0.88,-0.26,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
41680,1060166,1012.39,41.39,0.66,3.47,-1.6,-0.67,1.7,-0.34,2.97,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
41700,1060678,1012.4,41.39,0.56,3.24,-1.6,-0.66,1.66,-0.22,3.33,-0.63,0,0.0,0.0,0.0,0,0,-1,0.0
41720,1061180,1012.38,41.4,0.7,3.56,-1.6,-0.69,1.69,1.12,3.03,0.16,0,0.0,0.0,0.0,0,0,-1,0.0
41740,1061692,1012.4,41.39,0.57,3.17,-1.64,-0.66,1.69,2.04,0.47,1.02,0,0.0,0.0,0.0,0,0,-1,0.0
41760,1062192,1012.39,41.39,0.62,3.43,-1.59,-0.63,1.69,-0.58,3.09,-1.73,0,0.0,0.0,0.0,0,0,-1,0.0
41780,1062706,1012.41,41.39,0.5,3.19,-1.6,-0.65,1.67,0.64,1.87,-0.51,0,0.0,0.0,0.0,0,0,-1,0.0
41800,1063209,1012.39,41.4,0.67,3.15,-1.61,-0.66,1.68,1.61,2.24,-1.06,0,0.0,0.0,0.0,0,0,-1,0.0
41820,1063722,1012.39,41.39,0.62,3.33,-1.62,-0.67,1.68,-0.1,1.14,-1.67,0,0.0,0.0,0.0,0,0,-1,0.0
41840,1064225,1012.42,41.4,0.39,3.1,-1.59,-0.71,1.68,-3.08,-0.2,-1.18,0,0.0,0.0,0.0,0,0,-1,0.0
41860,1064737,1012.41,41.4,0.51,3.34,-1.62,-0.67,1.68,-1.56,3.88,-2.52,0,0.0,0.0,0.0,0,0,-1,0.0
41880,1065241,1012.42,41.41,0.35,3.2,-1.61,-0.68,1.69,1.92,0.95,-1.54,0,0.0,0.0,0.0,0,0,-1,0.0
