PACKET_ID,TIME_MS,PRESS_HPA,TEMP_C,BARO_ALT,VERT_VEL,AX,AY,AZ,GX,GY,GZ,GPS_FIX,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,APOGEE_TRIGGERED,RSSI,SNR
16800,425506,1011.89,35.78,0.67,0.89,-1.92,-0.41,1.23,0.05,2.42,23.59,0,0.0,0.0,0.0,0,0,-1,0.0
16820,426006,1011.88,35.78,0.73,0.99,-1.95,-0.4,1.2,1.03,3.09,21.21,0,0.0,0.0,0.0,0,0,-1,0.0
16840,426506,1011.86,35.79,0.89,0.82,-1.87,-0.38,1.23,1.21,1.93,27.43,0,0.0,0.0,0.0,0,0,-1,0.0
16860,427006,1011.85,35.79,1.01,1.11,-1.79,-0.33,1.2,-1.53,-2.95,-49.77,0,0.0,0.0,0.0,0,0,-1,0.0
16880,427506,1011.86,35.79,0.91,1.03,-1.91,-0.38,1.18,0.85,3.27,27.24,0,0.0,0.0,0.0,0,0,-1,0.0
16900,428006,1011.86,35.8,0.93,0.95,-1.89,-0.38,1.23,-0.62,-0.63,-12.33,0,0.0,0.0,0.0,0,0,-1,0.0
16920,428506,1011.87,35.81,0.79,0.84,-1.89,-0.38,1.19,0.05,-0.39,-0.44,0,0.0,0.0,0.0,0,0,-1,0.0
16940,429006,1011.89,35.81,0.67,0.69,-1.86,-0.38,1.25,-0.25,-0.45,-16.84,0,0.0,0.0,0.0,0,0,-1,0.0
16960,429506,1011.9,35.82,0.57,0.81,-1.86,-0.33,1.18,-0.25,1.62,13.77,0,0.0,0.0,0.0,0,0,-1,0.0
16980,430006,1011.86,35.82,0.91,0.84,-1.85,-0.34,1.16,-0.37,0.22,-16.48,0,0.0,0.0,0.0,0,0,-1,0.0
17000,430506,1011.88,35.82,0.74,0.91,-1.8,-0.32,1.22,-0.25,1.2,3.95,0,0.0,0.0,0.0,0,0,-1,0.0
17020,431006,1011.89,35.83,0.67,0.76,-1.83,-0.34,1.17,-0.25,1.2,-0.38,0,0.0,0.0,0.0,0,0,-1,0.0
17040,431506,1011.87,35.83,0.78,0.81,-1.81,-0.33,1.19,0.05,0.4,0.11,0,0.0,0.0,0.0,0,0,-1,0.0
17060,432006,1011.87,35.84,0.8,1.03,-1.82,-0.35,1.18,-0.49,1.14,-1.84,0,0.0,0.0,0.0,0,0,-1,0.0
17080,432506,1011.89,35.84,0.69,0.93,-1.79,-0.33,1.2,-0.07,0.89,2.12,0,0.0,0.0,0.0,0,0,-1,0.0
17100,433006,1011.86,35.84,0.91,0.96,-2.25,-0.72,1.23,-0.98,-0.39,-27.02,0,0.0,0.0,0.0,0,0,-1,0.0
17120,433506,1011.85,35.84,1.01,1.29,-2.31,-0.88,1.25,0.12,-0.51,-8.12,0,0.0,0.0,0.0,0,0,-1,0.0
17140,434006,1011.86,35.85,0.89,1.11,-2.34,-0.98,1.26,0.05,1.68,15.66,0,0.0,0.0,0.0,0,0,-1,0.0
17160,434506,1011.84,35.86,1.09,1.18,-2.34,-1.0,1.28,-2.08,-0.63,-24.04,0,0.0,0.0,0.0,0,0,-1,0.0
17180,435006,1011.87,35.86,0.86,1.22,-2.36,-1.05,1.24,-0.13,-0.33,-13.91,0,0.0,0.0,0.0,0,0,-1,0.0
17200,435506,1011.88,35.86,0.7,1.16,-2.33,-0.93,1.26,-0.07,-0.88,-24.22,0,0.0,0.0,0.0,0,0,-1,0.0
17220,436006,1011.87,35.87,0.81,1.05,-2.36,-1.15,1.28,-0.55,-1.3,-38.98,0,0.0,0.0,0.0,0,0,-1,0.0
17240,436506,1011.86,35.87,0.89,1.49,-2.37,-1.12,1.26,-0.55,-0.39,-16.78,0,0.0,0.0,0.0,0,0,-1,0.0
17260,437006,1011.86,35.87,0.87,1.09,-2.4,-1.28,1.26,-1.35,1.44,-2.57,0,0.0,0.0,0.0,0,0,-1,0.0
17280,437506,1011.89,35.88,0.63,0.81,-2.34,-1.0,1.24,-0.43,0.4,-5.68,0,0.0,0.0,0.0,0,0,-1,0.0
17300,438006,1011.86,35.88,0.89,1.46,-2.3,-0.87,1.24,-0.13,1.75,13.1,0,0.0,0.0,0.0,0,0,-1,0.0
17320,438506,1011.86,35.88,0.9,1.17,-2.32,-0.93,1.24,1.64,3.82,67.61,0,0.0,0.0,0.0,0,0,-1,0.0
17340,439006,1011.89,35.89,0.65,0.99,-2.35,-1.16,1.19,-0.01,-0.75,-16.84,0,0.0,0.0,0.0,0,0,-1,0.0
17360,439506,1011.85,35.9,0.95,1.06,-2.38,-1.21,1.24,-0.01,0.22,-10.99,0,0.0,0.0,0.0,0,0,-1,0.0
17380,440006,1011.88,35.9,0.74,1.27,-2.38,-1.19,1.25,-0.19,0.71,-3.3,0,0.0,0.0,0.0,0,0,-1,0.0
17400,440506,1011.84,35.89,1.11,1.26,-2.37,-1.21,1.26,-0.13,0.4,-5.13,0,0.0,0.0,0.0,0,0,-1,0.0
17420,441006,1011.85,35.9,1.01,1.38,-2.41,-1.2,1.31,0.05,1.56,0.42,0,0.0,0.0,0.0,0,0,-1,0.0
17440,441506,1011.89,35.91,0.68,1.12,-2.33,-1.25,1.29,-0.37,-1.18,0.05,0,0.0,0.0,0.0,0,0,-1,0.0
17460,442006,1011.86,35.91,0.87,0.99,-2.37,-1.23,1.25,-0.25,0.53,-1.35,0,0.0,0.0,0.0,0,0,-1,0.0
17480,442506,1011.91,35.91,0.49,1.06,-2.34,-1.25,1.25,-0.01,1.01,-4.52,0,0.0,0.0,0.0,0,0,-1,0.0
17500,443006,1011.88,35.91,0.69,1.18,-2.37,-1.2,1.25,-0.13,2.05,30.84,0,0.0,0.0,0.0,0,0,-1,0.0
17520,443506,1011.87,35.92,0.79,1.08,-2.38,-1.32,1.26,-0.25,0.4,-8.61,0,0.0,0.0,0.0,0,0,-1,0.0
17540,444006,1011.85,35.92,1.02,1.63,-2.3,-1.13,1.28,1.27,-0.33,-16.66,0,0.0,0.0,0.0,0,0,-1,0.0
17560,444506,1011.87,35.92,0.8,0.97,-2.38,-1.2,1.26,-0.25,0.83,1.51,0,0.0,0.0,0.0,0,0,-1,0.0
17580,445006,1011.88,35.93,0.73,0.99,-2.38,-1.22,1.24,-0.01,0.77,3.34,0,0.0,0.0,0.0,0,0,-1,0.0
17600,445506,1011.85,35.93,1.0,1.25,-2.38,-1.24,1.24,0.05,0.59,-0.93,0,0.0,0.0,0.0,0,0,-1,0.0
17620,446006,1011.86,35.93,0.88,1.16,-2.37,-1.18,1.24,-0.01,0.71,-0.68,0,0.0,0.0,0.0,0,0,-1,0.0
17640,446506,1011.86,35.93,0.92,1.09,-2.36,-1.19,1.23,0.48,0.95,6.02,0,0.0,0.0,0.0,0,0,-1,0.0
17660,447006,1011.87,35.93,0.8,1.08,-2.38,-1.21,1.25,-1.35,1.07,8.1,0,0.0,0.0,0.0,0,0,-1,0.0
17680,447506,1011.84,35.94,1.05,1.5,-2.36,-1.24,1.23,-0.68,0.65,4.2,0,0.0,0.0,0.0,0,0,-1,0.0
17700,448006,1011.86,35.94,0.91,1.12,-2.34,-1.21,1.25,-2.63,0.77,-1.35,0,0.0,0.0,0.0,0,0,-1,0.0
17720,448506,1011.87,35.94,0.79,1.03,-2.4,-1.16,1.21,-0.43,1.62,30.05,0,0.0,0.0,0.0,0,0,-1,0.0
17740,449006,1011.82,35.94,1.27,1.46,-2.37,-1.15,1.27,-0.37,0.89,1.57,0,0.0,0.0,0.0,0,0,-1,0.0
17760,449506,1011.85,35.95,0.99,1.14,-2.36,-1.33,1.25,-0.74,0.89,1.82,0,0.0,0.0,0.0,0,0,-1,0.0
17780,450006,1011.86,35.95,0.89,1.02,-2.38,-1.32,1.23,0.66,1.01,9.81,0,0.0,0.0,0.0,0,0,-1,0.0
17800,450506,1011.86,35.95,0.93,1.36,-2.32,-0.91,1.23,-2.99,5.83,72.06,0,0.0,0.0,0.0,0,0,-1,0.0
17820,451006,1011.87,35.96,0.8,1.09,-2.35,-0.97,1.24,-0.07,0.89,10.11,0,0.0,0.0,0.0,0,0,-1,0.0
17840,451506,1011.84,35.96,1.03,1.11,-2.3,-0.87,1.22,-0.31,0.89,-6.48,0,0.0,0.0,0.0,0,0,-1,0.0
17860,452006,1011.89,35.96,0.68,0.98,-2.33,-0.94,1.22,-0.19,0.83,-0.38,0,0.0,0.0,0.0,0,0,-1,0.0
17880,452506,1011.83,35.96,1.14,1.18,-2.34,-0.95,1.22,-0.25,0.59,-3.18,0,0.0,0.0,0.0,0,0,-1,0.0
17900,453006,1011.85,35.97,0.98,1.04,-2.34,-0.96,1.22,-0.07,0.77,3.4,0,0.0,0.0,0.0,0,0,-1,0.0
17920,453506,1011.87,35.97,0.81,1.02,-2.35,-0.97,1.22,0.18,0.77,-9.46,0,0.0,0.0,0.0,0,0,-1,0.0
17940,454006,1011.86,35.97,0.89,0.92,-2.34,-0.99,1.23,0.3,0.89,5.78,0,0.0,0.0,0.0,0,0,-1,0.0
17960,454506,1011.87,35.98,0.83,1.13,-2.31,-0.91,1.23,0.3,0.34,-3.18,0,0.0,0.0,0.0,0,0,-1,0.0
17980,455006,1011.87,35.98,0.8,0.97,-2.33,-0.94,1.23,-0.43,0.89,2.67,0,0.0,0.0,0.0,0,0,-1,0.0
18000,455506,1011.9,35.98,0.54,0.87,-2.33,-0.95,1.22,-0.25,0.83,13.83,0,0.0,0.0,0.0,0,0,-1,0.0
