HEADER,PACKET_ID,TIME_MS,PRESS_HPA,TEMP_C,REL_ALT_M,AX,AY,AZ,GX,GY,GZ,GPS_FIX,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,APOGEE
$CANSAT,386,15724,1008.84,31.77,-0.04,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,387,15749,1008.84,31.77,-0.04,-0.00,-0.00,0.90,0.05,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,388,15774,1008.84,31.77,-0.04,-0.00,-0.00,0.90,0.05,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,389,15799,1008.84,31.77,-0.04,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,390,15824,1008.85,31.78,-0.17,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,391,15849,1008.85,31.78,-0.17,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,392,15875,1008.85,31.78,-0.17,-0.00,-0.01,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,393,15900,1008.85,31.78,-0.17,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,394,15925,1008.88,31.78,-0.39,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,395,15950,1008.88,31.78,-0.39,-0.00,-0.00,0.90,-0.01,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,396,15975,1008.88,31.78,-0.39,-0.00,-0.00,0.90,0.05,0.09,0.13,0,0.000000,0.000000,0.0,0,0*
$CANSAT,397,16000,1008.88,31.78,-0.39,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,398,16025,1008.88,31.78,-0.36,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,399,16050,1008.88,31.78,-0.36,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,400,16075,1008.88,31.78,-0.36,-0.01,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,401,16100,1008.88,31.78,-0.36,-0.00,-0.00,0.90,-0.01,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,402,16126,1008.84,31.78,-0.05,-0.01,-0.00,0.90,-0.13,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,403,16151,1008.84,31.78,-0.05,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,404,16176,1008.84,31.78,-0.05,-0.00,-0.00,0.90,0.11,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,405,16201,1008.84,31.78,-0.05,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,406,16226,1008.88,31.78,-0.38,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,407,16251,1008.88,31.78,-0.38,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,408,16276,1008.88,31.78,-0.38,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,409,16301,1008.88,31.78,-0.38,-0.00,-0.00,0.90,0.05,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,410,16326,1008.84,31.78,-0.08,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,411,16351,1008.84,31.78,-0.08,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,412,16377,1008.84,31.78,-0.08,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,413,16402,1008.84,31.78,-0.08,-0.00,-0.00,0.90,-0.07,-0.10,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,414,16427,1008.87,31.78,-0.33,-0.00,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,415,16452,1008.87,31.78,-0.33,-0.00,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,416,16477,1008.87,31.78,-0.33,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,417,16502,1008.87,31.78,-0.33,-0.00,-0.00,0.90,-0.01,0.09,0.13,0,0.000000,0.000000,0.0,0,0*
$CANSAT,418,16527,1008.85,31.78,-0.15,-0.00,-0.00,0.90,-0.07,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,419,16552,1008.85,31.78,-0.15,-0.00,-0.00,0.90,-0.01,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,420,16577,1008.85,31.78,-0.15,-0.00,-0.00,0.90,0.05,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,421,16602,1008.85,31.78,-0.18,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,422,16628,1008.86,31.78,-0.18,-0.01,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,423,16653,1008.86,31.78,-0.18,-0.00,-0.00,0.90,0.05,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,424,16678,1008.86,31.78,-0.18,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,425,16703,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,426,16728,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.07,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,427,16753,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,428,16778,1008.87,31.79,-0.29,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,429,16803,1008.86,31.78,-0.24,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,430,16828,1008.86,31.78,-0.24,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,431,16853,1008.86,31.78,-0.24,-0.00,-0.00,0.90,-0.01,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,432,16879,1008.86,31.78,-0.24,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,433,16904,1008.89,31.79,-0.43,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,434,16929,1008.89,31.79,-0.43,-0.00,-0.00,0.90,0.05,0.15,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,435,16954,1008.89,31.79,-0.43,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,436,16979,1008.89,31.79,-0.43,-0.01,-0.00,0.90,-0.01,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,437,17004,1008.86,31.78,-0.26,-0.00,-0.00,0.90,-0.07,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,438,17029,1008.86,31.78,-0.26,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,439,17054,1008.86,31.78,-0.26,-0.00,-0.00,0.90,0.05,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,440,17079,1008.86,31.78,-0.26,-0.00,-0.00,0.90,-0.13,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,441,17104,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,442,17130,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,443,17155,1008.87,31.79,-0.29,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,444,17180,1008.87,31.79,-0.29,-0.00,-0.00,0.90,-0.07,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,445,17205,1008.86,31.79,-0.21,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,446,17230,1008.86,31.79,-0.21,-0.00,-0.00,0.90,-0.07,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,447,17255,1008.86,31.79,-0.21,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,448,17280,1008.86,31.79,-0.21,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,449,17305,1008.86,31.78,-0.18,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,450,17330,1008.86,31.78,-0.18,-0.00,-0.00,0.90,0.17,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,451,17355,1008.86,31.78,-0.18,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,452,17381,1008.86,31.78,-0.18,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,453,17406,1008.88,31.78,-0.41,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,454,17431,1008.88,31.78,-0.41,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,455,17456,1008.88,31.78,-0.41,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,456,17481,1008.88,31.78,-0.41,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,457,17506,1008.85,31.79,-0.14,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,458,17531,1008.85,31.79,-0.14,-0.00,-0.00,0.90,-0.13,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,459,17556,1008.85,31.79,-0.14,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,460,17581,1008.85,31.79,-0.30,-0.01,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,461,17606,1008.87,31.79,-0.30,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,462,17632,1008.87,31.79,-0.30,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,463,17657,1008.87,31.79,-0.30,-0.00,-0.00,0.90,0.11,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,464,17682,1008.86,31.79,-0.23,-0.00,-0.00,0.90,-0.07,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,465,17707,1008.86,31.79,-0.23,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,466,17732,1008.86,31.79,-0.23,-0.00,-0.00,0.90,0.17,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,467,17757,1008.86,31.79,-0.23,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,468,17782,1008.89,31.79,-0.49,-0.00,-0.00,0.90,-0.01,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,469,17807,1008.89,31.79,-0.49,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,470,17832,1008.89,31.79,-0.49,-0.00,-0.01,0.90,0.05,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,471,17857,1008.89,31.79,-0.49,-0.00,-0.00,0.90,-0.01,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,472,17883,1008.86,31.79,-0.24,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,473,17908,1008.86,31.79,-0.24,-0.00,-0.00,0.90,-0.01,0.15,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,474,17933,1008.86,31.79,-0.24,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,475,17958,1008.86,31.79,-0.24,-0.00,-0.00,0.90,-0.07,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,476,17983,1008.87,31.79,-0.32,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,477,18008,1008.87,31.79,-0.32,-0.00,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,478,18033,1008.87,31.79,-0.32,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,479,18058,1008.87,31.79,-0.32,0.00,-0.00,0.90,0.05,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,480,18083,1008.85,31.79,-0.11,-0.00,-0.00,0.90,-0.01,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,481,18108,1008.85,31.79,-0.11,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,482,18134,1008.85,31.79,-0.11,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,483,18159,1008.85,31.79,-0.11,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,484,18184,1008.85,31.79,-0.14,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,485,18209,1008.85,31.79,-0.14,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,486,18234,1008.85,31.79,-0.14,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,487,18259,1008.85,31.79,-0.14,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,488,18284,1008.86,31.79,-0.20,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,489,18309,1008.86,31.79,-0.20,0.00,-0.00,0.90,0.11,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,490,18334,1008.86,31.79,-0.20,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,491,18359,1008.86,31.79,-0.20,-0.00,-0.00,0.90,-0.07,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,492,18385,1008.84,31.79,-0.08,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,493,18410,1008.84,31.79,-0.08,-0.00,-0.00,0.90,-0.01,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,494,18435,1008.84,31.79,-0.08,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,495,18460,1008.84,31.79,-0.08,-0.00,-0.00,0.90,0.05,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,496,18485,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,497,18510,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,498,18535,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,499,18560,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.07,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,500,18585,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,501,18610,1008.88,31.79,-0.35,-0.00,-0.00,0.90,-0.07,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,502,18636,1008.88,31.79,-0.35,-0.00,-0.00,0.90,0.05,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,503,18661,1008.86,31.79,-0.23,-0.00,-0.00,0.90,-0.01,0.15,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,504,18686,1008.86,31.79,-0.23,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,505,18711,1008.86,31.79,-0.23,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,506,18736,1008.86,31.79,-0.23,-0.00,-0.00,0.90,-0.13,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,507,18761,1008.85,31.79,-0.11,-0.00,-0.01,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,508,18786,1008.85,31.79,-0.11,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,509,18811,1008.85,31.79,-0.11,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,510,18836,1008.85,31.79,-0.11,-0.00,-0.00,0.90,-0.07,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,511,18861,1008.86,31.79,-0.19,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,512,18887,1008.86,31.79,-0.19,0.00,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,513,18912,1008.86,31.79,-0.19,-0.00,-0.00,0.90,-0.13,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,514,18937,1008.86,31.79,-0.19,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,515,18962,1008.87,31.79,-0.31,-0.00,-0.00,0.90,0.11,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,516,18987,1008.87,31.79,-0.31,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,517,19012,1008.87,31.79,-0.31,-0.00,-0.00,0.90,0.05,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,518,19037,1008.87,31.79,-0.31,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,519,19062,1008.86,31.79,-0.20,-0.00,-0.00,0.90,0.17,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,520,19087,1008.86,31.79,-0.20,-0.00,-0.00,0.90,0.05,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,521,19112,1008.86,31.79,-0.20,-0.00,-0.00,0.90,0.17,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,522,19138,1008.86,31.79,-0.20,-0.00,-0.00,0.90,0.11,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,523,19163,1008.87,31.80,-0.27,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,524,19188,1008.87,31.80,-0.27,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,525,19213,1008.87,31.80,-0.27,-0.01,-0.00,0.90,-0.13,0.15,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,526,19238,1008.87,31.80,-0.27,-0.00,-0.00,0.90,0.05,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,527,19263,1008.88,31.80,-0.35,-0.00,-0.00,0.90,-0.07,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,528,19288,1008.88,31.80,-0.35,-0.01,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,529,19313,1008.88,31.80,-0.35,-0.01,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,530,19338,1008.88,31.80,-0.35,-0.00,-0.00,0.90,0.05,0.15,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,531,19363,1008.89,31.80,-0.48,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,532,19389,1008.89,31.80,-0.48,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,533,19414,1008.89,31.80,-0.48,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,534,19439,1008.89,31.80,-0.39,-0.00,-0.00,0.90,-0.13,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,535,19464,1008.88,31.80,-0.39,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,536,19489,1008.88,31.80,-0.39,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,537,19514,1008.88,31.80,-0.39,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,538,19539,1008.84,31.80,-0.04,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,539,19564,1008.84,31.80,-0.04,-0.00,-0.01,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,540,19589,1008.84,31.80,-0.04,-0.01,-0.00,0.90,-0.01,0.15,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,541,19614,1008.84,31.80,-0.04,-0.00,-0.00,0.90,0.05,-0.10,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,542,19640,1008.88,31.80,-0.37,-0.00,-0.00,0.90,-0.07,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,543,19665,1008.88,31.80,-0.37,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,544,19690,1008.88,31.80,-0.37,-0.00,-0.00,0.90,0.05,-0.10,0.13,0,0.000000,0.000000,0.0,0,0*
$CANSAT,545,19715,1008.88,31.80,-0.37,-0.01,-0.00,0.90,0.05,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,546,19740,1008.85,31.80,-0.15,-0.00,-0.00,0.90,-0.13,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,547,19765,1008.85,31.80,-0.15,-0.00,-0.00,0.90,-0.01,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,548,19790,1008.85,31.80,-0.15,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,549,19815,1008.85,31.80,-0.15,-0.00,-0.00,0.90,-0.01,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,550,19840,1008.86,31.80,-0.24,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,551,19865,1008.86,31.80,-0.24,-0.00,-0.00,0.90,-0.07,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,552,19891,1008.86,31.80,-0.24,-0.00,-0.00,0.90,-0.01,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,553,19916,1008.86,31.80,-0.24,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,554,19941,1008.85,31.80,-0.12,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,555,19966,1008.85,31.80,-0.12,-0.00,-0.00,0.90,-0.07,-0.10,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,556,19991,1008.85,31.80,-0.12,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,557,20016,1008.85,31.80,-0.12,-0.00,-0.00,0.90,0.05,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,558,20041,1008.85,31.80,-0.10,-0.00,-0.00,0.90,-0.07,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,559,20066,1008.85,31.80,-0.10,-0.00,-0.00,0.90,-0.01,0.09,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,560,20091,1008.85,31.80,-0.10,-0.00,-0.00,0.90,-0.01,0.09,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,561,20116,1008.85,31.80,-0.10,-0.00,-0.00,0.90,-0.01,0.15,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,562,20142,1008.86,31.80,-0.23,-0.00,-0.00,0.90,-0.01,0.09,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,563,20167,1008.86,31.80,-0.23,-0.00,-0.00,0.90,-0.07,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,564,20192,1008.86,31.80,-0.23,-0.00,-0.00,0.90,-0.07,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,565,20217,1008.86,31.80,-0.23,-0.00,-0.00,0.90,0.05,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,566,20242,1008.85,31.80,-0.11,-0.00,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,567,20267,1008.85,31.80,-0.11,-0.00,-0.00,0.90,0.05,0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,568,20292,1008.85,31.80,-0.11,-0.00,-0.00,0.90,-0.01,-0.03,-0.06,0,0.000000,0.000000,0.0,0,0*
$CANSAT,569,20317,1008.85,31.80,-0.11,-0.00,-0.00,0.90,-0.01,-0.03,0.01,0,0.000000,0.000000,0.0,0,0*
$CANSAT,570,20342,1008.87,31.80,-0.28,-0.00,-0.00,0.90,-0.07,0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,571,20367,1008.87,31.80,-0.28,-0.00,-0.00,0.90,-0.07,-0.03,0.07,0,0.000000,0.000000,0.0,0,0*
$CANSAT,572,20393,1008.87,31.80,-0.28,-0.01,-0.00,0.90,-0.01,0.03,0.01,0,0.000000,0.000000,0.0,0,0*
